address,categories/0,categories/1,categoryName,city,countryCode,language,likesCount,location/lat,location/lng,name,neighborhood,originalLanguage,permanentlyClosed,placeId,postalCode,price,publishAt,publishedAtDate,rating,responseFromOwnerDate,responseFromOwnerText,reviewContext/Meal type,reviewContext/Noise level,reviewContext/Parking space,reviewContext/Price per person,reviewContext/Recommendation for vegetarians,reviewContext/Service,reviewContext/Wait time,reviewDetailedRating/Atmosphere,reviewDetailedRating/Food,reviewDetailedRating/Service,reviewOrigin,reviewsCount,scrapedAt,searchString,stars,state,street,temporarilyClosed,text,textTranslated,title,totalScore,translatedLanguage,visitedIn,categories/2,categories/3,categories/4,categories/5,categories/6,categories/7,categories/8,reviewContext/Reservation,categories/9
"110, 112 Streatham High Rd, London SW16 1BS, United Kingdom",Lebanese restaurant,Mediterranean restaurant,Lebanese restaurant,London,GB,en,0,51.434336,-0.1285778,Kerstin Grebe,,en,FALSE,ChIJNz_QEOYFdkgRYARWRifkqRM,SW16 1BS,£10–30,2 years ago,2022-12-21T11:20:26.457Z,,,,,,,,,,,5,5,5,Google,736,2025-04-30T16:56:52.181Z,"Direct Detail URL: https://www.google.co.uk/maps/place/Roots+Restaurant/@51.4342409,-0.1286004,147m/data=!3m1!1e3!4m8!3m7!1s0x487605e610d03f37:0x13a9e42746560460!8m2!3d51.434336!4d-0.1285778!9m1!1b1!16s%2Fg%2F11fnskc54q?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D",5,,"110, 112 Streatham High Rd",FALSE,"We really enjoyed our meal at Roots. Such a friendly atmosphere and the food was delicious, too. We definitely will come back again.",,Roots Restaurant,4.8,,,,,,,,,,,
"110, 112 Streatham High Rd, London SW16 1BS, United Kingdom",Lebanese restaurant,Mediterranean restaurant,Lebanese restaurant,London,GB,en,0,51.434336,-0.1285778,rio-raquel ramsey,,en,FALSE,ChIJNz_QEOYFdkgRYARWRifkqRM,SW16 1BS,£10–30,2 years ago,2022-12-15T00:15:19.677Z,,,,Dinner,,,,,Dine in,,5,5,5,Google,736,2025-04-30T16:56:52.181Z,"Direct Detail URL: https://www.google.co.uk/maps/place/Roots+Restaurant/@51.4342409,-0.1286004,147m/data=!3m1!1e3!4m8!3m7!1s0x487605e610d03f37:0x13a9e42746560460!8m2!3d51.434336!4d-0.1285778!9m1!1b1!16s%2Fg%2F11fnskc54q?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D",5,,"110, 112 Streatham High Rd",FALSE,"The food was amazing and didn't disappoint.
We came here got our work Xmas party/dinner, was big enough to accommodate us and other customers.
Venue itself was nice and the atmosphere  didn't disappoint.
The staff always had a smile on their face also!!!
I will be going back and highly recommend.",,Roots Restaurant,4.8,,,,,,,,,,,
"110, 112 Streatham High Rd, London SW16 1BS, United Kingdom",Lebanese restaurant,Mediterranean restaurant,Lebanese restaurant,London,GB,en,0,51.434336,-0.1285778,Beverley Rocío,,en,FALSE,ChIJNz_QEOYFdkgRYARWRifkqRM,SW16 1BS,£10–30,2 years ago,2022-12-10T21:40:28.522Z,,,,Dinner,,,£20–30,,,,,,,Google,736,2025-04-30T16:56:52.181Z,"Direct Detail URL: https://www.google.co.uk/maps/place/Roots+Restaurant/@51.4342409,-0.1286004,147m/data=!3m1!1e3!4m8!3m7!1s0x487605e610d03f37:0x13a9e42746560460!8m2!3d51.434336!4d-0.1285778!9m1!1b1!16s%2Fg%2F11fnskc54q?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D",5,,"110, 112 Streatham High Rd",FALSE,"Delicious food, great atmosphere and excellent service",,Roots Restaurant,4.8,,,,,,,,,,,
"110, 112 Streatham High Rd, London SW16 1BS, United Kingdom",Lebanese restaurant,Mediterranean restaurant,Lebanese restaurant,London,GB,en,0,51.434336,-0.1285778,Cyrus Tahir,,en,FALSE,ChIJNz_QEOYFdkgRYARWRifkqRM,SW16 1BS,£10–30,2 years ago,2022-12-04T17:44:32.412Z,,,,Dinner,,,£10–20,,Dine in,,,,,Google,736,2025-04-30T16:56:52.181Z,"Direct Detail URL: https://www.google.co.uk/maps/place/Roots+Restaurant/@51.4342409,-0.1286004,147m/data=!3m1!1e3!4m8!3m7!1s0x487605e610d03f37:0x13a9e42746560460!8m2!3d51.434336!4d-0.1285778!9m1!1b1!16s%2Fg%2F11fnskc54q?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D",5,,"110, 112 Streatham High Rd",FALSE,,,Roots Restaurant,4.8,,,,,,,,,,,
"110, 112 Streatham High Rd, London SW16 1BS, United Kingdom",Lebanese restaurant,Mediterranean restaurant,Lebanese restaurant,London,GB,en,0,51.434336,-0.1285778,Cha Dominique,,en,FALSE,ChIJNz_QEOYFdkgRYARWRifkqRM,SW16 1BS,£10–30,2 years ago,2022-12-02T20:56:43.887Z,,,,,,,£30–40,,,,4,4,5,Google,736,2025-04-30T16:56:52.181Z,"Direct Detail URL: https://www.google.co.uk/maps/place/Roots+Restaurant/@51.4342409,-0.1286004,147m/data=!3m1!1e3!4m8!3m7!1s0x487605e610d03f37:0x13a9e42746560460!8m2!3d51.434336!4d-0.1285778!9m1!1b1!16s%2Fg%2F11fnskc54q?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D",4,,"110, 112 Streatham High Rd",FALSE,Great food although the falafel was too salty. Brilliant service. Would love to go back!,,Roots Restaurant,4.8,,,,,,,,,,,
"110, 112 Streatham High Rd, London SW16 1BS, United Kingdom",Lebanese restaurant,Mediterranean restaurant,Lebanese restaurant,London,GB,en,0,51.434336,-0.1285778,Trevor Peart,,en,FALSE,ChIJNz_QEOYFdkgRYARWRifkqRM,SW16 1BS,£10–30,2 years ago,2022-11-26T20:00:40.879Z,,,,Lunch,,,£10–20,,Dine in,,,,,Google,736,2025-04-30T16:56:52.181Z,"Direct Detail URL: https://www.google.co.uk/maps/place/Roots+Restaurant/@51.4342409,-0.1286004,147m/data=!3m1!1e3!4m8!3m7!1s0x487605e610d03f37:0x13a9e42746560460!8m2!3d51.434336!4d-0.1285778!9m1!1b1!16s%2Fg%2F11fnskc54q?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D",5,,"110, 112 Streatham High Rd",FALSE,Lovely meal everything tasted fresh and the staff were very friendly and helpful,,Roots Restaurant,4.8,,,,,,,,,,,
"110, 112 Streatham High Rd, London SW16 1BS, United Kingdom",Lebanese restaurant,Mediterranean restaurant,Lebanese restaurant,London,GB,en,0,51.434336,-0.1285778,Roland Boakye,,en,FALSE,ChIJNz_QEOYFdkgRYARWRifkqRM,SW16 1BS,£10–30,2 years ago,2022-11-26T18:56:42.935Z,,,,Lunch,,,£1–10,,Take out,,,,,Google,736,2025-04-30T16:56:52.181Z,"Direct Detail URL: https://www.google.co.uk/maps/place/Roots+Restaurant/@51.4342409,-0.1286004,147m/data=!3m1!1e3!4m8!3m7!1s0x487605e610d03f37:0x13a9e42746560460!8m2!3d51.434336!4d-0.1285778!9m1!1b1!16s%2Fg%2F11fnskc54q?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D",5,,"110, 112 Streatham High Rd",FALSE,"Authentic Lebanese, should have won Best Customer Service in Streatham. Great food, fab service, good prices!",,Roots Restaurant,4.8,,,,,,,,,,,
"110, 112 Streatham High Rd, London SW16 1BS, United Kingdom",Lebanese restaurant,Mediterranean restaurant,Lebanese restaurant,London,GB,en,0,51.434336,-0.1285778,Tanya Chan,,en,FALSE,ChIJNz_QEOYFdkgRYARWRifkqRM,SW16 1BS,£10–30,2 years ago,2022-11-21T12:41:03.503Z,,,,Dinner,,,£10–20,,Dine in,,,,,Google,736,2025-04-30T16:56:52.181Z,"Direct Detail URL: https://www.google.co.uk/maps/place/Roots+Restaurant/@51.4342409,-0.1286004,147m/data=!3m1!1e3!4m8!3m7!1s0x487605e610d03f37:0x13a9e42746560460!8m2!3d51.434336!4d-0.1285778!9m1!1b1!16s%2Fg%2F11fnskc54q?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D",5,,"110, 112 Streatham High Rd",FALSE,"Great food, great service and great decor!",,Roots Restaurant,4.8,,,,,,,,,,,
"110, 112 Streatham High Rd, London SW16 1BS, United Kingdom",Lebanese restaurant,Mediterranean restaurant,Lebanese restaurant,London,GB,en,0,51.434336,-0.1285778,Dominic M,,en,FALSE,ChIJNz_QEOYFdkgRYARWRifkqRM,SW16 1BS,£10–30,2 years ago,2022-11-19T15:00:34.719Z,,,,Lunch,,,£10–20,,Dine in,,,,,Google,736,2025-04-30T16:56:52.181Z,"Direct Detail URL: https://www.google.co.uk/maps/place/Roots+Restaurant/@51.4342409,-0.1286004,147m/data=!3m1!1e3!4m8!3m7!1s0x487605e610d03f37:0x13a9e42746560460!8m2!3d51.434336!4d-0.1285778!9m1!1b1!16s%2Fg%2F11fnskc54q?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D",5,,"110, 112 Streatham High Rd",FALSE,Absolutely fantastic food and service at an affordable price. I cannot recommend it enough,,Roots Restaurant,4.8,,,,,,,,,,,
"110, 112 Streatham High Rd, London SW16 1BS, United Kingdom",Lebanese restaurant,Mediterranean restaurant,Lebanese restaurant,London,GB,en,0,51.434336,-0.1285778,Michael Isaccs-Hender,,en,FALSE,ChIJNz_QEOYFdkgRYARWRifkqRM,SW16 1BS,£10–30,2 years ago,2022-11-17T12:52:24.057Z,,,,,,,,,,,,,,Google,736,2025-04-30T16:56:52.181Z,"Direct Detail URL: https://www.google.co.uk/maps/place/Roots+Restaurant/@51.4342409,-0.1286004,147m/data=!3m1!1e3!4m8!3m7!1s0x487605e610d03f37:0x13a9e42746560460!8m2!3d51.434336!4d-0.1285778!9m1!1b1!16s%2Fg%2F11fnskc54q?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D",5,,"110, 112 Streatham High Rd",FALSE,The best Lebanese in Streatham wonderful staff Charles's service is the best come down and try you won't be disappointed,,Roots Restaurant,4.8,,,,,,,,,,,
"110, 112 Streatham High Rd, London SW16 1BS, United Kingdom",Lebanese restaurant,Mediterranean restaurant,Lebanese restaurant,London,GB,en,0,51.434336,-0.1285778,Paul Crone,,en,FALSE,ChIJNz_QEOYFdkgRYARWRifkqRM,SW16 1BS,£10–30,2 years ago,2022-11-13T21:12:16.446Z,,2022-11-13T21:29:32.000Z,"Dear Paul
Thank you for review , as we really care of what we do , Would ve been better if you told us at the same time you were having dinner or lunch with us .
Regarding your dodgy belly’s I can assure you that we serve 100 people daily we never had such review . In fact you are the 1st out 225 reviews.
Looking forward seeing you soon.
Kind regards
Ck",,,,,,,,,,,Google,736,2025-04-30T16:56:52.181Z,"Direct Detail URL: https://www.google.co.uk/maps/place/Roots+Restaurant/@51.4342409,-0.1286004,147m/data=!3m1!1e3!4m8!3m7!1s0x487605e610d03f37:0x13a9e42746560460!8m2!3d51.434336!4d-0.1285778!9m1!1b1!16s%2Fg%2F11fnskc54q?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D",1,,"110, 112 Streatham High Rd",FALSE,Food was really salty and me and my partner were both sick after and had dodgy belly’s!,,Roots Restaurant,4.8,,,,,,,,,,,
"110, 112 Streatham High Rd, London SW16 1BS, United Kingdom",Lebanese restaurant,Mediterranean restaurant,Lebanese restaurant,London,GB,en,0,51.434336,-0.1285778,Saskia Claussen,,en,FALSE,ChIJNz_QEOYFdkgRYARWRifkqRM,SW16 1BS,£10–30,2 years ago,2022-11-12T12:44:37.203Z,,,,,,,,,,,,,,Google,736,2025-04-30T16:56:52.181Z,"Direct Detail URL: https://www.google.co.uk/maps/place/Roots+Restaurant/@51.4342409,-0.1286004,147m/data=!3m1!1e3!4m8!3m7!1s0x487605e610d03f37:0x13a9e42746560460!8m2!3d51.434336!4d-0.1285778!9m1!1b1!16s%2Fg%2F11fnskc54q?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D",5,,"110, 112 Streatham High Rd",FALSE,"Great neighbourhood place - had a lovely dinner on Thursday. Lovely Dining room in the back, great, friendly service, delicious food and even the prices are reasonable. Really enjoyed and will definitely be back.",,Roots Restaurant,4.8,,,,,,,,,,,
"110, 112 Streatham High Rd, London SW16 1BS, United Kingdom",Lebanese restaurant,Mediterranean restaurant,Lebanese restaurant,London,GB,en,0,51.434336,-0.1285778,『AF』21 LAMAR,,,FALSE,ChIJNz_QEOYFdkgRYARWRifkqRM,SW16 1BS,£10–30,2 years ago,2022-11-11T22:59:26.128Z,,,,,,,,,,,,,,Google,736,2025-04-30T16:56:52.181Z,"Direct Detail URL: https://www.google.co.uk/maps/place/Roots+Restaurant/@51.4342409,-0.1286004,147m/data=!3m1!1e3!4m8!3m7!1s0x487605e610d03f37:0x13a9e42746560460!8m2!3d51.434336!4d-0.1285778!9m1!1b1!16s%2Fg%2F11fnskc54q?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D",5,,"110, 112 Streatham High Rd",FALSE,,,Roots Restaurant,4.8,,,,,,,,,,,
"110, 112 Streatham High Rd, London SW16 1BS, United Kingdom",Lebanese restaurant,Mediterranean restaurant,Lebanese restaurant,London,GB,en,0,51.434336,-0.1285778,Afeni,,fr,FALSE,ChIJNz_QEOYFdkgRYARWRifkqRM,SW16 1BS,£10–30,2 years ago,2022-11-10T20:35:02.875Z,,,,Lunch,,,£10–20,,,,,,,Google,736,2025-04-30T16:56:52.181Z,"Direct Detail URL: https://www.google.co.uk/maps/place/Roots+Restaurant/@51.4342409,-0.1286004,147m/data=!3m1!1e3!4m8!3m7!1s0x487605e610d03f37:0x13a9e42746560460!8m2!3d51.434336!4d-0.1285778!9m1!1b1!16s%2Fg%2F11fnskc54q?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D",5,,"110, 112 Streatham High Rd",FALSE,Excellent. Bien propre. Joli décor. Quality of service 100% good.,Excellent. Very clean. Nice decor. Quality of service 100% good.,Roots Restaurant,4.8,en,,,,,,,,,,
"110, 112 Streatham High Rd, London SW16 1BS, United Kingdom",Lebanese restaurant,Mediterranean restaurant,Lebanese restaurant,London,GB,en,0,51.434336,-0.1285778,Tan A,,en,FALSE,ChIJNz_QEOYFdkgRYARWRifkqRM,SW16 1BS,£10–30,2 years ago,2022-11-09T16:20:26.378Z,,,,Lunch,,,£1–10,,Dine in,,,,,Google,736,2025-04-30T16:56:52.181Z,"Direct Detail URL: https://www.google.co.uk/maps/place/Roots+Restaurant/@51.4342409,-0.1286004,147m/data=!3m1!1e3!4m8!3m7!1s0x487605e610d03f37:0x13a9e42746560460!8m2!3d51.434336!4d-0.1285778!9m1!1b1!16s%2Fg%2F11fnskc54q?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D",5,,"110, 112 Streatham High Rd",FALSE,"Very pretty decor and friendly staff. The food was amazing, and a great price! Would definitely recommend :)",,Roots Restaurant,4.8,,,,,,,,,,,
"110, 112 Streatham High Rd, London SW16 1BS, United Kingdom",Lebanese restaurant,Mediterranean restaurant,Lebanese restaurant,London,GB,en,0,51.434336,-0.1285778,kirri2003,,en,FALSE,ChIJNz_QEOYFdkgRYARWRifkqRM,SW16 1BS,£10–30,2 years ago,2022-11-09T12:36:42.063Z,,,,Dinner,,,£20–30,,Dine in,,,,,Google,736,2025-04-30T16:56:52.181Z,"Direct Detail URL: https://www.google.co.uk/maps/place/Roots+Restaurant/@51.4342409,-0.1286004,147m/data=!3m1!1e3!4m8!3m7!1s0x487605e610d03f37:0x13a9e42746560460!8m2!3d51.434336!4d-0.1285778!9m1!1b1!16s%2Fg%2F11fnskc54q?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D",5,,"110, 112 Streatham High Rd",FALSE,"Food was out of this world! Staff were exceptional, overall a great experience!
Have already messaged friends and neighbours recommending!!",,Roots Restaurant,4.8,,,,,,,,,,,
"110, 112 Streatham High Rd, London SW16 1BS, United Kingdom",Lebanese restaurant,Mediterranean restaurant,Lebanese restaurant,London,GB,en,0,51.434336,-0.1285778,Rose Dagoo,,en,FALSE,ChIJNz_QEOYFdkgRYARWRifkqRM,SW16 1BS,£10–30,2 years ago,2022-11-05T11:34:28.489Z,,,,Dinner,,,£20–30,,Dine in,,,,,Google,736,2025-04-30T16:56:52.181Z,"Direct Detail URL: https://www.google.co.uk/maps/place/Roots+Restaurant/@51.4342409,-0.1286004,147m/data=!3m1!1e3!4m8!3m7!1s0x487605e610d03f37:0x13a9e42746560460!8m2!3d51.434336!4d-0.1285778!9m1!1b1!16s%2Fg%2F11fnskc54q?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D",4,,"110, 112 Streatham High Rd",FALSE,Found this restaurant by accident. Friends & I were looking for somewhere to eat & decided to give Roots a try. Food was delicious & reasonably priced. The lone waiter although very busy was very polite & helpful. Highly recommend & already planning a second visit.,,Roots Restaurant,4.8,,,,,,,,,,,
"110, 112 Streatham High Rd, London SW16 1BS, United Kingdom",Lebanese restaurant,Mediterranean restaurant,Lebanese restaurant,London,GB,en,0,51.434336,-0.1285778,Zoltán Presztek,,,FALSE,ChIJNz_QEOYFdkgRYARWRifkqRM,SW16 1BS,£10–30,2 years ago,2022-11-05T10:56:18.458Z,,,,Lunch,,,£50–60,,Dine in,,,,,Google,736,2025-04-30T16:56:52.181Z,"Direct Detail URL: https://www.google.co.uk/maps/place/Roots+Restaurant/@51.4342409,-0.1286004,147m/data=!3m1!1e3!4m8!3m7!1s0x487605e610d03f37:0x13a9e42746560460!8m2!3d51.434336!4d-0.1285778!9m1!1b1!16s%2Fg%2F11fnskc54q?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D",3,,"110, 112 Streatham High Rd",FALSE,,,Roots Restaurant,4.8,,,,,,,,,,,
"110, 112 Streatham High Rd, London SW16 1BS, United Kingdom",Lebanese restaurant,Mediterranean restaurant,Lebanese restaurant,London,GB,en,0,51.434336,-0.1285778,Nicola Yarlett,,en,FALSE,ChIJNz_QEOYFdkgRYARWRifkqRM,SW16 1BS,£10–30,2 years ago,2022-11-02T21:29:54.585Z,,,,Dinner,,,£20–30,,Dine in,,,,,Google,736,2025-04-30T16:56:52.181Z,"Direct Detail URL: https://www.google.co.uk/maps/place/Roots+Restaurant/@51.4342409,-0.1286004,147m/data=!3m1!1e3!4m8!3m7!1s0x487605e610d03f37:0x13a9e42746560460!8m2!3d51.434336!4d-0.1285778!9m1!1b1!16s%2Fg%2F11fnskc54q?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D",5,,"110, 112 Streatham High Rd",FALSE,"Lovely Restaurent
Nice mezzes, and grills.",,Roots Restaurant,4.8,,,,,,,,,,,
"110, 112 Streatham High Rd, London SW16 1BS, United Kingdom",Lebanese restaurant,Mediterranean restaurant,Lebanese restaurant,London,GB,en,0,51.434336,-0.1285778,lauren ashleigh,,en,FALSE,ChIJNz_QEOYFdkgRYARWRifkqRM,SW16 1BS,£10–30,2 years ago,2022-10-31T20:27:42.455Z,,,,Dinner,,,£30–40,,Dine in,,,,,Google,736,2025-04-30T16:56:52.181Z,"Direct Detail URL: https://www.google.co.uk/maps/place/Roots+Restaurant/@51.4342409,-0.1286004,147m/data=!3m1!1e3!4m8!3m7!1s0x487605e610d03f37:0x13a9e42746560460!8m2!3d51.434336!4d-0.1285778!9m1!1b1!16s%2Fg%2F11fnskc54q?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D",5,,"110, 112 Streatham High Rd",FALSE,"I had a wonderful experience at this restaurant
The staff are very accommodating and humble
The food is so fresh and divine ! Plus it’s homemade
The restaurant has really nice cosy vibes and it’s very clean too

The shisha is very good 👍🏽",,Roots Restaurant,4.8,,,,,,,,,,,
"110, 112 Streatham High Rd, London SW16 1BS, United Kingdom",Lebanese restaurant,Mediterranean restaurant,Lebanese restaurant,London,GB,en,0,51.434336,-0.1285778,David Hall,,en,FALSE,ChIJNz_QEOYFdkgRYARWRifkqRM,SW16 1BS,£10–30,2 years ago,2022-10-26T10:58:54.864Z,,,,Dinner,,,£40–50,,Dine in,,,,,Google,736,2025-04-30T16:56:52.181Z,"Direct Detail URL: https://www.google.co.uk/maps/place/Roots+Restaurant/@51.4342409,-0.1286004,147m/data=!3m1!1e3!4m8!3m7!1s0x487605e610d03f37:0x13a9e42746560460!8m2!3d51.434336!4d-0.1285778!9m1!1b1!16s%2Fg%2F11fnskc54q?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D",5,,"110, 112 Streatham High Rd",FALSE,"My wife and I came for dinner on Tuesday and all I can say is you have to go. The restaurant is beautifully decorated, the staff friendly and knowledgeable, the service great and the food, oh yes the food. We had the set menu for two. Wow. Starter, main and desert, which tasted incredable and was more than enough to feed us both. Add to that a great bottle of wine and a coffe and our evening was made. We we definately go again and you must go too.",,Roots Restaurant,4.8,,,,,,,,,,,
"110, 112 Streatham High Rd, London SW16 1BS, United Kingdom",Lebanese restaurant,Mediterranean restaurant,Lebanese restaurant,London,GB,en,0,51.434336,-0.1285778,Luiza Alexandra Mitrică,,en,FALSE,ChIJNz_QEOYFdkgRYARWRifkqRM,SW16 1BS,£10–30,2 years ago,2022-10-23T15:13:15.009Z,,,,,,,,,,,,,,Google,736,2025-04-30T16:56:52.181Z,"Direct Detail URL: https://www.google.co.uk/maps/place/Roots+Restaurant/@51.4342409,-0.1286004,147m/data=!3m1!1e3!4m8!3m7!1s0x487605e610d03f37:0x13a9e42746560460!8m2!3d51.434336!4d-0.1285778!9m1!1b1!16s%2Fg%2F11fnskc54q?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D",5,,"110, 112 Streatham High Rd",FALSE,"It’s our 1st time here and wow what a place moments we walked in we were welcomed by the owner and felt home , food was fantastic specially th mixed grill served sizzling hot to your table with smoked kind of yellow rice absolutely delicious. Then we end up having our 1st Shiah’s at the Shiba garden at the back . We will be back 100 % .",,Roots Restaurant,4.8,,,,,,,,,,,
"110, 112 Streatham High Rd, London SW16 1BS, United Kingdom",Lebanese restaurant,Mediterranean restaurant,Lebanese restaurant,London,GB,en,0,51.434336,-0.1285778,Elias Abou akl,,en,FALSE,ChIJNz_QEOYFdkgRYARWRifkqRM,SW16 1BS,£10–30,2 years ago,2022-10-23T12:52:45.851Z,,,,,,,,,,,,,,Google,736,2025-04-30T16:56:52.181Z,"Direct Detail URL: https://www.google.co.uk/maps/place/Roots+Restaurant/@51.4342409,-0.1286004,147m/data=!3m1!1e3!4m8!3m7!1s0x487605e610d03f37:0x13a9e42746560460!8m2!3d51.434336!4d-0.1285778!9m1!1b1!16s%2Fg%2F11fnskc54q?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D",5,,"110, 112 Streatham High Rd",FALSE,"The hidden shisha  garden in streatham , we never thought such place exist. Food home made and fresh , so welcoming made us feel home . Highly recommended.",,Roots Restaurant,4.8,,,,,,,,,,,
"110, 112 Streatham High Rd, London SW16 1BS, United Kingdom",Lebanese restaurant,Mediterranean restaurant,Lebanese restaurant,London,GB,en,0,51.434336,-0.1285778,aljaly abubakir,,en,FALSE,ChIJNz_QEOYFdkgRYARWRifkqRM,SW16 1BS,£10–30,2 years ago,2022-10-23T12:42:17.533Z,,,,,,,,,,,,,,Google,736,2025-04-30T16:56:52.181Z,"Direct Detail URL: https://www.google.co.uk/maps/place/Roots+Restaurant/@51.4342409,-0.1286004,147m/data=!3m1!1e3!4m8!3m7!1s0x487605e610d03f37:0x13a9e42746560460!8m2!3d51.434336!4d-0.1285778!9m1!1b1!16s%2Fg%2F11fnskc54q?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D",5,,"110, 112 Streatham High Rd",FALSE,Simply best Lebanese in town . service 100% . See you soon Roots,,Roots Restaurant,4.8,,,,,,,,,,,
"110, 112 Streatham High Rd, London SW16 1BS, United Kingdom",Lebanese restaurant,Mediterranean restaurant,Lebanese restaurant,London,GB,en,0,51.434336,-0.1285778,Alessia Achille,,en,FALSE,ChIJNz_QEOYFdkgRYARWRifkqRM,SW16 1BS,£10–30,2 years ago,2022-10-21T08:08:50.446Z,,,,,,,,,,,5,5,5,Google,736,2025-04-30T16:56:52.181Z,"Direct Detail URL: https://www.google.co.uk/maps/place/Roots+Restaurant/@51.4342409,-0.1286004,147m/data=!3m1!1e3!4m8!3m7!1s0x487605e610d03f37:0x13a9e42746560460!8m2!3d51.434336!4d-0.1285778!9m1!1b1!16s%2Fg%2F11fnskc54q?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D",5,,"110, 112 Streatham High Rd",FALSE,"What to do after a stressful day in work? You come here , enjoying a perfect Libanese food, nice service and very friendly staff .. atmosphere is just relaxing and chilled .. you'll love it ;)",,Roots Restaurant,4.8,,,,,,,,,,,
"110, 112 Streatham High Rd, London SW16 1BS, United Kingdom",Lebanese restaurant,Mediterranean restaurant,Lebanese restaurant,London,GB,en,0,51.434336,-0.1285778,Asma Naqvi,,en,FALSE,ChIJNz_QEOYFdkgRYARWRifkqRM,SW16 1BS,£10–30,2 years ago,2022-10-20T07:02:19.575Z,,2022-10-21T14:02:21.000Z,"Dear Asma
Thank you for your review as we take our customer reviews seriously, I would have appreciate if you mentioned the problem while you were eating we will be happy to help you . As we really care .
Regarding the Decor it’s all about taste.
Looking forward seeing you next time at Roots …",,,,,,,,,,,Google,736,2025-04-30T16:56:52.181Z,"Direct Detail URL: https://www.google.co.uk/maps/place/Roots+Restaurant/@51.4342409,-0.1286004,147m/data=!3m1!1e3!4m8!3m7!1s0x487605e610d03f37:0x13a9e42746560460!8m2!3d51.434336!4d-0.1285778!9m1!1b1!16s%2Fg%2F11fnskc54q?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D",2,,"110, 112 Streatham High Rd",FALSE,"Sorry to say but what a let down. Food cold, no taste and feel was just uninviting. Actually bought the happy feeling down decor needs re thinking.",,Roots Restaurant,4.8,,,,,,,,,,,
"110, 112 Streatham High Rd, London SW16 1BS, United Kingdom",Lebanese restaurant,Mediterranean restaurant,Lebanese restaurant,London,GB,en,0,51.434336,-0.1285778,Elias Abou akl,,,FALSE,ChIJNz_QEOYFdkgRYARWRifkqRM,SW16 1BS,£10–30,2 years ago,2022-10-19T18:59:15.394Z,,,,,,,,,,,,,,Google,736,2025-04-30T16:56:52.181Z,"Direct Detail URL: https://www.google.co.uk/maps/place/Roots+Restaurant/@51.4342409,-0.1286004,147m/data=!3m1!1e3!4m8!3m7!1s0x487605e610d03f37:0x13a9e42746560460!8m2!3d51.434336!4d-0.1285778!9m1!1b1!16s%2Fg%2F11fnskc54q?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D",5,,"110, 112 Streatham High Rd",FALSE,,,Roots Restaurant,4.8,,,,,,,,,,,
