address,categories/0,categories/1,categoryName,city,countryCode,language,likesCount,location/lat,location/lng,name,neighborhood,originalLanguage,permanentlyClosed,placeId,postalCode,price,publishAt,publishedAtDate,rating,responseFromOwnerDate,responseFromOwnerText,reviewContext/Meal type,reviewContext/Noise level,reviewContext/Parking space,reviewContext/Price per person,reviewContext/Recommendation for vegetarians,reviewContext/Service,reviewContext/Wait time,reviewDetailedRating/Atmosphere,reviewDetailedRating/Food,reviewDetailedRating/Service,reviewOrigin,reviewsCount,scrapedAt,searchString,stars,state,street,temporarilyClosed,text,textTranslated,title,totalScore,translatedLanguage,visitedIn,categories/2,categories/3,categories/4,categories/5,categories/6,categories/7,categories/8,reviewContext/Reservation,categories/9
"103 Streatham Hill, London SW2 4UE, United Kingdom",Karaoke bar,Bar,Karaoke bar,London,GB,en,0,51.4386367,-0.1261297,Tom,,en,FALSE,ChIJidhZzzoFdkgRyB5_yDvNK94,SW2 4UE,£10–20,2 years ago,2022-09-24T08:51:21.909Z,,2022-09-27T17:09:41.000Z,Thanks for your sincerely Feedback Mr.Tom!! And sorry for disappointing!,,,,,,,,,,,Google,791,2025-04-30T16:47:33.596Z,"Direct Detail URL: https://www.google.co.uk/maps/place/Putt+Putt+%26+Karaoke+Bar/@51.4382755,-0.1287154,436m/data=!3m1!1e3!4m8!3m7!1s0x4876053acf59d889:0xde2bcd3bc87f1ec8!8m2!3d51.4386367!4d-0.1261297!9m1!1b1!16s%2Fg%2F11r_vnthr4?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D",1,,103 Streatham Hill,FALSE,"Agree with everyone else, don't waste your money. The place is fine as a bar but the minigolf is the worst I have ever played. The whole course is half finished, some of the holes were impossible and it was often unclear where you were supposed to go.

To be honest the clearest message is how how busy the place is... it's deserted. Clearly no-one who has tried it before wants to come back.",,Putt Putt & Karaoke Bar,4.5,,,Indoor golf course,Live music bar,Live music venue,Miniature golf course,Pool billard club,Pub,Sports bar,,
"103 Streatham Hill, London SW2 4UE, United Kingdom",Karaoke bar,Bar,Karaoke bar,London,GB,en,0,51.4386367,-0.1261297,C D,,en,FALSE,ChIJidhZzzoFdkgRyB5_yDvNK94,SW2 4UE,£10–20,2 years ago,2022-09-17T14:00:54.623Z,,2022-09-27T17:10:10.000Z,Thanks for your sincerely Feedback Mr. C D!!We apricieiting that!! See you soon)),,,,,,,,,,,Google,791,2025-04-30T16:47:33.596Z,"Direct Detail URL: https://www.google.co.uk/maps/place/Putt+Putt+%26+Karaoke+Bar/@51.4382755,-0.1287154,436m/data=!3m1!1e3!4m8!3m7!1s0x4876053acf59d889:0xde2bcd3bc87f1ec8!8m2!3d51.4386367!4d-0.1261297!9m1!1b1!16s%2Fg%2F11r_vnthr4?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D",5,,103 Streatham Hill,FALSE,"I think this place is great! It is fun. The golf is not amazing but there are some really weird and wonderful holes. Staff are really friendly and it is looking a lot better than a few months ago with a decent ping pong table, loads of classic video game consoles including donkey Kong, super Mario and mortal combat. The karaoke in the basement looks great and won't disturb those in the bar upstairs.",,Putt Putt & Karaoke Bar,4.5,,,Indoor golf course,Live music bar,Live music venue,Miniature golf course,Pool billard club,Pub,Sports bar,,
"103 Streatham Hill, London SW2 4UE, United Kingdom",Karaoke bar,Bar,Karaoke bar,London,GB,en,0,51.4386367,-0.1261297,Shauna Elvy,,en,FALSE,ChIJidhZzzoFdkgRyB5_yDvNK94,SW2 4UE,£10–20,2 years ago,2022-09-16T10:26:53.951Z,,2022-09-27T17:10:43.000Z,Thanks for your sincerely Feedback Miss Shauna!!We apricieiting that!! See you soon)),,,,,,,,,,,Google,791,2025-04-30T16:47:33.596Z,"Direct Detail URL: https://www.google.co.uk/maps/place/Putt+Putt+%26+Karaoke+Bar/@51.4382755,-0.1287154,436m/data=!3m1!1e3!4m8!3m7!1s0x4876053acf59d889:0xde2bcd3bc87f1ec8!8m2!3d51.4386367!4d-0.1261297!9m1!1b1!16s%2Fg%2F11r_vnthr4?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D",5,,103 Streatham Hill,FALSE,"Crazy golf fun it was challenging getting into the toilet but a sense of achievement when completed
Table tennis 😆
Karaoke sung our hearts out
So much to do under one roof in our local area
We will be back",,Putt Putt & Karaoke Bar,4.5,,,Indoor golf course,Live music bar,Live music venue,Miniature golf course,Pool billard club,Pub,Sports bar,,
"103 Streatham Hill, London SW2 4UE, United Kingdom",Karaoke bar,Bar,Karaoke bar,London,GB,en,0,51.4386367,-0.1261297,Ms Boss,,en,FALSE,ChIJidhZzzoFdkgRyB5_yDvNK94,SW2 4UE,£10–20,2 years ago,2022-09-11T10:36:59.946Z,,2022-09-27T17:12:21.000Z,Thanks for your sincerely Feedback Ms.Boss!!We apricieiting that!! See you soon)),,,,,,,,,,,Google,791,2025-04-30T16:47:33.596Z,"Direct Detail URL: https://www.google.co.uk/maps/place/Putt+Putt+%26+Karaoke+Bar/@51.4382755,-0.1287154,436m/data=!3m1!1e3!4m8!3m7!1s0x4876053acf59d889:0xde2bcd3bc87f1ec8!8m2!3d51.4386367!4d-0.1261297!9m1!1b1!16s%2Fg%2F11r_vnthr4?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D",4,,103 Streatham Hill,FALSE,"Had a great experience for my birthday celebration last night at Puttputt streatham (10/19/22) would highly recommend! Great venue, great atmosphere games were amazing and provided a fun experience for my guests, great service from staff very attentive, my guests all had great time, karaoke was a blast!  Cocktails we’re ok. Would have given 5 stars if not for the fact that people that were not with my party were able to come and sit downstairs which takes away from the intimacy, other than that very happy, thank you Demitrious for a fabulous night!!!!",,Putt Putt & Karaoke Bar,4.5,,,Indoor golf course,Live music bar,Live music venue,Miniature golf course,Pool billard club,Pub,Sports bar,,
"103 Streatham Hill, London SW2 4UE, United Kingdom",Karaoke bar,Bar,Karaoke bar,London,GB,en,0,51.4386367,-0.1261297,Jenny Dixon,,en,FALSE,ChIJidhZzzoFdkgRyB5_yDvNK94,SW2 4UE,£10–20,2 years ago,2022-08-18T18:39:08.482Z,,2022-08-18T20:15:14.000Z,Jenny ...Thanks for your Feedback...we appreciated that,,,,,,,,,,,Google,791,2025-04-30T16:47:33.596Z,"Direct Detail URL: https://www.google.co.uk/maps/place/Putt+Putt+%26+Karaoke+Bar/@51.4382755,-0.1287154,436m/data=!3m1!1e3!4m8!3m7!1s0x4876053acf59d889:0xde2bcd3bc87f1ec8!8m2!3d51.4386367!4d-0.1261297!9m1!1b1!16s%2Fg%2F11r_vnthr4?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D",4,,103 Streatham Hill,FALSE,Nice staff and a pleasent atmosphere. Golfing was fun my child enjoyed the course.,,Putt Putt & Karaoke Bar,4.5,,,Indoor golf course,Live music bar,Live music venue,Miniature golf course,Pool billard club,Pub,Sports bar,,
"103 Streatham Hill, London SW2 4UE, United Kingdom",Karaoke bar,Bar,Karaoke bar,London,GB,en,0,51.4386367,-0.1261297,Lucinda Frost,,,FALSE,ChIJidhZzzoFdkgRyB5_yDvNK94,SW2 4UE,£10–20,2 years ago,2022-08-09T15:27:48.398Z,,,,,,,,,,,,,,Google,791,2025-04-30T16:47:33.596Z,"Direct Detail URL: https://www.google.co.uk/maps/place/Putt+Putt+%26+Karaoke+Bar/@51.4382755,-0.1287154,436m/data=!3m1!1e3!4m8!3m7!1s0x4876053acf59d889:0xde2bcd3bc87f1ec8!8m2!3d51.4386367!4d-0.1261297!9m1!1b1!16s%2Fg%2F11r_vnthr4?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D",3,,103 Streatham Hill,FALSE,,,Putt Putt & Karaoke Bar,4.5,,,Indoor golf course,Live music bar,Live music venue,Miniature golf course,Pool billard club,Pub,Sports bar,,
"103 Streatham Hill, London SW2 4UE, United Kingdom",Karaoke bar,Bar,Karaoke bar,London,GB,en,0,51.4386367,-0.1261297,shankly Vlogs,,en,FALSE,ChIJidhZzzoFdkgRyB5_yDvNK94,SW2 4UE,£10–20,2 years ago,2022-08-08T08:45:11.827Z,,2022-08-08T11:35:03.000Z,Thanks for your Feedback...See you soon ..,,,,,,,,,,,Google,791,2025-04-30T16:47:33.596Z,"Direct Detail URL: https://www.google.co.uk/maps/place/Putt+Putt+%26+Karaoke+Bar/@51.4382755,-0.1287154,436m/data=!3m1!1e3!4m8!3m7!1s0x4876053acf59d889:0xde2bcd3bc87f1ec8!8m2!3d51.4386367!4d-0.1261297!9m1!1b1!16s%2Fg%2F11r_vnthr4?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D",5,,103 Streatham Hill,FALSE,"Wicked place! Super fun, lots to do, lovely staff.",,Putt Putt & Karaoke Bar,4.5,,,Indoor golf course,Live music bar,Live music venue,Miniature golf course,Pool billard club,Pub,Sports bar,,
"103 Streatham Hill, London SW2 4UE, United Kingdom",Karaoke bar,Bar,Karaoke bar,London,GB,en,0,51.4386367,-0.1261297,Tom,,en,FALSE,ChIJidhZzzoFdkgRyB5_yDvNK94,SW2 4UE,£10–20,2 years ago,2022-08-07T15:02:11.190Z,,,,,,,,,,,,,,Google,791,2025-04-30T16:47:33.596Z,"Direct Detail URL: https://www.google.co.uk/maps/place/Putt+Putt+%26+Karaoke+Bar/@51.4382755,-0.1287154,436m/data=!3m1!1e3!4m8!3m7!1s0x4876053acf59d889:0xde2bcd3bc87f1ec8!8m2!3d51.4386367!4d-0.1261297!9m1!1b1!16s%2Fg%2F11r_vnthr4?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D",1,,103 Streatham Hill,FALSE,"Absolute joke of a crazy golf course. Genuinely not even worth the trip if it were free, let alone having to pay for this.",,Putt Putt & Karaoke Bar,4.5,,,Indoor golf course,Live music bar,Live music venue,Miniature golf course,Pool billard club,Pub,Sports bar,,
"103 Streatham Hill, London SW2 4UE, United Kingdom",Karaoke bar,Bar,Karaoke bar,London,GB,en,0,51.4386367,-0.1261297,Leo W,,,FALSE,ChIJidhZzzoFdkgRyB5_yDvNK94,SW2 4UE,£10–20,2 years ago,2022-08-02T20:41:34.177Z,,2022-08-02T21:13:39.000Z,Thanks ....,,,,,,,,,,,Google,791,2025-04-30T16:47:33.596Z,"Direct Detail URL: https://www.google.co.uk/maps/place/Putt+Putt+%26+Karaoke+Bar/@51.4382755,-0.1287154,436m/data=!3m1!1e3!4m8!3m7!1s0x4876053acf59d889:0xde2bcd3bc87f1ec8!8m2!3d51.4386367!4d-0.1261297!9m1!1b1!16s%2Fg%2F11r_vnthr4?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D",5,,103 Streatham Hill,FALSE,,,Putt Putt & Karaoke Bar,4.5,,,Indoor golf course,Live music bar,Live music venue,Miniature golf course,Pool billard club,Pub,Sports bar,,
"103 Streatham Hill, London SW2 4UE, United Kingdom",Karaoke bar,Bar,Karaoke bar,London,GB,en,0,51.4386367,-0.1261297,Christian Josan,,en,FALSE,ChIJidhZzzoFdkgRyB5_yDvNK94,SW2 4UE,£10–20,2 years ago,2022-08-01T09:06:20.278Z,,,,,,,,,,,,,,Google,791,2025-04-30T16:47:33.596Z,"Direct Detail URL: https://www.google.co.uk/maps/place/Putt+Putt+%26+Karaoke+Bar/@51.4382755,-0.1287154,436m/data=!3m1!1e3!4m8!3m7!1s0x4876053acf59d889:0xde2bcd3bc87f1ec8!8m2!3d51.4386367!4d-0.1261297!9m1!1b1!16s%2Fg%2F11r_vnthr4?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D",5,,103 Streatham Hill,FALSE,Great pub!,,Putt Putt & Karaoke Bar,4.5,,,Indoor golf course,Live music bar,Live music venue,Miniature golf course,Pool billard club,Pub,Sports bar,,
"103 Streatham Hill, London SW2 4UE, United Kingdom",Karaoke bar,Bar,Karaoke bar,London,GB,en,0,51.4386367,-0.1261297,Максим Гудаль,,,FALSE,ChIJidhZzzoFdkgRyB5_yDvNK94,SW2 4UE,£10–20,2 years ago,2022-07-31T22:50:50.215Z,,,,,,,,,,,,,,Google,791,2025-04-30T16:47:33.596Z,"Direct Detail URL: https://www.google.co.uk/maps/place/Putt+Putt+%26+Karaoke+Bar/@51.4382755,-0.1287154,436m/data=!3m1!1e3!4m8!3m7!1s0x4876053acf59d889:0xde2bcd3bc87f1ec8!8m2!3d51.4386367!4d-0.1261297!9m1!1b1!16s%2Fg%2F11r_vnthr4?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D",5,,103 Streatham Hill,FALSE,,,Putt Putt & Karaoke Bar,4.5,,,Indoor golf course,Live music bar,Live music venue,Miniature golf course,Pool billard club,Pub,Sports bar,,
"103 Streatham Hill, London SW2 4UE, United Kingdom",Karaoke bar,Bar,Karaoke bar,London,GB,en,0,51.4386367,-0.1261297,Ulysses Rodriguez,,,FALSE,ChIJidhZzzoFdkgRyB5_yDvNK94,SW2 4UE,£10–20,2 years ago,2022-07-31T19:24:14.135Z,,,,,,,,,,,,,,Google,791,2025-04-30T16:47:33.596Z,"Direct Detail URL: https://www.google.co.uk/maps/place/Putt+Putt+%26+Karaoke+Bar/@51.4382755,-0.1287154,436m/data=!3m1!1e3!4m8!3m7!1s0x4876053acf59d889:0xde2bcd3bc87f1ec8!8m2!3d51.4386367!4d-0.1261297!9m1!1b1!16s%2Fg%2F11r_vnthr4?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D",5,,103 Streatham Hill,FALSE,,,Putt Putt & Karaoke Bar,4.5,,,Indoor golf course,Live music bar,Live music venue,Miniature golf course,Pool billard club,Pub,Sports bar,,
"103 Streatham Hill, London SW2 4UE, United Kingdom",Karaoke bar,Bar,Karaoke bar,London,GB,en,0,51.4386367,-0.1261297,Inga Bogacic,,,FALSE,ChIJidhZzzoFdkgRyB5_yDvNK94,SW2 4UE,£10–20,2 years ago,2022-07-31T19:14:16.886Z,,,,,,,,,,,,,,Google,791,2025-04-30T16:47:33.596Z,"Direct Detail URL: https://www.google.co.uk/maps/place/Putt+Putt+%26+Karaoke+Bar/@51.4382755,-0.1287154,436m/data=!3m1!1e3!4m8!3m7!1s0x4876053acf59d889:0xde2bcd3bc87f1ec8!8m2!3d51.4386367!4d-0.1261297!9m1!1b1!16s%2Fg%2F11r_vnthr4?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D",5,,103 Streatham Hill,FALSE,,,Putt Putt & Karaoke Bar,4.5,,,Indoor golf course,Live music bar,Live music venue,Miniature golf course,Pool billard club,Pub,Sports bar,,
"103 Streatham Hill, London SW2 4UE, United Kingdom",Karaoke bar,Bar,Karaoke bar,London,GB,en,0,51.4386367,-0.1261297,stanislav stasenko,,,FALSE,ChIJidhZzzoFdkgRyB5_yDvNK94,SW2 4UE,£10–20,2 years ago,2022-07-31T19:09:58.812Z,,,,,,,,,,,,,,Google,791,2025-04-30T16:47:33.596Z,"Direct Detail URL: https://www.google.co.uk/maps/place/Putt+Putt+%26+Karaoke+Bar/@51.4382755,-0.1287154,436m/data=!3m1!1e3!4m8!3m7!1s0x4876053acf59d889:0xde2bcd3bc87f1ec8!8m2!3d51.4386367!4d-0.1261297!9m1!1b1!16s%2Fg%2F11r_vnthr4?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D",5,,103 Streatham Hill,FALSE,,,Putt Putt & Karaoke Bar,4.5,,,Indoor golf course,Live music bar,Live music venue,Miniature golf course,Pool billard club,Pub,Sports bar,,
"103 Streatham Hill, London SW2 4UE, United Kingdom",Karaoke bar,Bar,Karaoke bar,London,GB,en,0,51.4386367,-0.1261297,Svetlana Negai,,,FALSE,ChIJidhZzzoFdkgRyB5_yDvNK94,SW2 4UE,£10–20,2 years ago,2022-07-31T19:07:40.265Z,,,,,,,,,,,,,,Google,791,2025-04-30T16:47:33.596Z,"Direct Detail URL: https://www.google.co.uk/maps/place/Putt+Putt+%26+Karaoke+Bar/@51.4382755,-0.1287154,436m/data=!3m1!1e3!4m8!3m7!1s0x4876053acf59d889:0xde2bcd3bc87f1ec8!8m2!3d51.4386367!4d-0.1261297!9m1!1b1!16s%2Fg%2F11r_vnthr4?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D",5,,103 Streatham Hill,FALSE,,,Putt Putt & Karaoke Bar,4.5,,,Indoor golf course,Live music bar,Live music venue,Miniature golf course,Pool billard club,Pub,Sports bar,,
"103 Streatham Hill, London SW2 4UE, United Kingdom",Karaoke bar,Bar,Karaoke bar,London,GB,en,0,51.4386367,-0.1261297,Elles Hair & Wellbeing,,en,FALSE,ChIJidhZzzoFdkgRyB5_yDvNK94,SW2 4UE,£10–20,2 years ago,2022-07-29T23:54:24.694Z,,2022-07-30T10:36:06.000Z,And karaoke 🎤🎤 to))..Elle's Many Thanks for your Feedback...It is important for us...See you soon,,,,,,,,,,,Google,791,2025-04-30T16:47:33.596Z,"Direct Detail URL: https://www.google.co.uk/maps/place/Putt+Putt+%26+Karaoke+Bar/@51.4382755,-0.1287154,436m/data=!3m1!1e3!4m8!3m7!1s0x4876053acf59d889:0xde2bcd3bc87f1ec8!8m2!3d51.4386367!4d-0.1261297!9m1!1b1!16s%2Fg%2F11r_vnthr4?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D",5,,103 Streatham Hill,FALSE,"This place is amazing !
Don’t be deceived from the outside , inside has many floors of golf and games , ping pong sheesha arcade games and the best mini golf in town !
Great service and drinks , can’t wait to come back , thanks again putt putt",,Putt Putt & Karaoke Bar,4.5,,,Indoor golf course,Live music bar,Live music venue,Miniature golf course,Pool billard club,Pub,Sports bar,,
"103 Streatham Hill, London SW2 4UE, United Kingdom",Karaoke bar,Bar,Karaoke bar,London,GB,en,0,51.4386367,-0.1261297,Lucas Tutuianu,,en,FALSE,ChIJidhZzzoFdkgRyB5_yDvNK94,SW2 4UE,£10–20,2 years ago,2022-07-28T22:21:32.762Z,,,,,,,,,,,,,,Google,791,2025-04-30T16:47:33.596Z,"Direct Detail URL: https://www.google.co.uk/maps/place/Putt+Putt+%26+Karaoke+Bar/@51.4382755,-0.1287154,436m/data=!3m1!1e3!4m8!3m7!1s0x4876053acf59d889:0xde2bcd3bc87f1ec8!8m2!3d51.4386367!4d-0.1261297!9m1!1b1!16s%2Fg%2F11r_vnthr4?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D",5,,103 Streatham Hill,FALSE,💯,,Putt Putt & Karaoke Bar,4.5,,,Indoor golf course,Live music bar,Live music venue,Miniature golf course,Pool billard club,Pub,Sports bar,,
"103 Streatham Hill, London SW2 4UE, United Kingdom",Karaoke bar,Bar,Karaoke bar,London,GB,en,0,51.4386367,-0.1261297,Tom Buchanan,,en,FALSE,ChIJidhZzzoFdkgRyB5_yDvNK94,SW2 4UE,£10–20,2 years ago,2022-07-26T07:15:11.728Z,,2022-07-26T23:50:38.000Z,Mr.Tom we are really sorry about that.But Monday we are closed... And Today just was changed opening hours on our website...,,,,,,,,,,,Google,791,2025-04-30T16:47:33.596Z,"Direct Detail URL: https://www.google.co.uk/maps/place/Putt+Putt+%26+Karaoke+Bar/@51.4382755,-0.1287154,436m/data=!3m1!1e3!4m8!3m7!1s0x4876053acf59d889:0xde2bcd3bc87f1ec8!8m2!3d51.4386367!4d-0.1261297!9m1!1b1!16s%2Fg%2F11r_vnthr4?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D",2,,103 Streatham Hill,FALSE,"As seems is the case for others, this place is incapable of accurately posting their opening times. Both website and instagram account say open on Monday 2pm-1am, so we were surprised to turn up and find in closed at 7.30pm. I had prebooked so I will be expecting a refund. Can’t comment on the quality of the offering.",,Putt Putt & Karaoke Bar,4.5,,,Indoor golf course,Live music bar,Live music venue,Miniature golf course,Pool billard club,Pub,Sports bar,,
"103 Streatham Hill, London SW2 4UE, United Kingdom",Karaoke bar,Bar,Karaoke bar,London,GB,en,0,51.4386367,-0.1261297,Yodel1 B,,en,FALSE,ChIJidhZzzoFdkgRyB5_yDvNK94,SW2 4UE,£10–20,2 years ago,2022-07-25T22:32:50.500Z,,,,,,,,,,,,,,Google,791,2025-04-30T16:47:33.596Z,"Direct Detail URL: https://www.google.co.uk/maps/place/Putt+Putt+%26+Karaoke+Bar/@51.4382755,-0.1287154,436m/data=!3m1!1e3!4m8!3m7!1s0x4876053acf59d889:0xde2bcd3bc87f1ec8!8m2!3d51.4386367!4d-0.1261297!9m1!1b1!16s%2Fg%2F11r_vnthr4?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D",4,,103 Streatham Hill,FALSE,Be aware of the fake reviews on here. If you know you know. However it is well intentioned.,,Putt Putt & Karaoke Bar,4.5,,,Indoor golf course,Live music bar,Live music venue,Miniature golf course,Pool billard club,Pub,Sports bar,,
"103 Streatham Hill, London SW2 4UE, United Kingdom",Karaoke bar,Bar,Karaoke bar,London,GB,en,0,51.4386367,-0.1261297,Mihai Dumbravan,,en,FALSE,ChIJidhZzzoFdkgRyB5_yDvNK94,SW2 4UE,£10–20,2 years ago,2022-07-24T11:23:47.449Z,,,,,,,,,,,,,,Google,791,2025-04-30T16:47:33.596Z,"Direct Detail URL: https://www.google.co.uk/maps/place/Putt+Putt+%26+Karaoke+Bar/@51.4382755,-0.1287154,436m/data=!3m1!1e3!4m8!3m7!1s0x4876053acf59d889:0xde2bcd3bc87f1ec8!8m2!3d51.4386367!4d-0.1261297!9m1!1b1!16s%2Fg%2F11r_vnthr4?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D",5,,103 Streatham Hill,FALSE,Cool place with nice karaoke in lower floor!!,,Putt Putt & Karaoke Bar,4.5,,,Indoor golf course,Live music bar,Live music venue,Miniature golf course,Pool billard club,Pub,Sports bar,,
"103 Streatham Hill, London SW2 4UE, United Kingdom",Karaoke bar,Bar,Karaoke bar,London,GB,en,0,51.4386367,-0.1261297,Cristina Cecirlan,,en,FALSE,ChIJidhZzzoFdkgRyB5_yDvNK94,SW2 4UE,£10–20,2 years ago,2022-07-11T13:04:25.921Z,,2022-07-11T13:44:02.000Z,Many Thanks for your Feedback Cristina..in time putt putt will be best place in streatham hill area.....,,,,,,,,,,,Google,791,2025-04-30T16:47:33.596Z,"Direct Detail URL: https://www.google.co.uk/maps/place/Putt+Putt+%26+Karaoke+Bar/@51.4382755,-0.1287154,436m/data=!3m1!1e3!4m8!3m7!1s0x4876053acf59d889:0xde2bcd3bc87f1ec8!8m2!3d51.4386367!4d-0.1261297!9m1!1b1!16s%2Fg%2F11r_vnthr4?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D",5,,103 Streatham Hill,FALSE,"Nice environment..the staff is nice and polite..there's ping pong, mini golf and karaoke rooms...it's really a nice place to spend with your friends..",,Putt Putt & Karaoke Bar,4.5,,,Indoor golf course,Live music bar,Live music venue,Miniature golf course,Pool billard club,Pub,Sports bar,,
"103 Streatham Hill, London SW2 4UE, United Kingdom",Karaoke bar,Bar,Karaoke bar,London,GB,en,0,51.4386367,-0.1261297,Стасян Стасян,,,FALSE,ChIJidhZzzoFdkgRyB5_yDvNK94,SW2 4UE,£10–20,2 years ago,2022-07-11T12:16:09.092Z,,2022-07-11T13:44:41.000Z,Thanks,,,,,,,,,,,Google,791,2025-04-30T16:47:33.596Z,"Direct Detail URL: https://www.google.co.uk/maps/place/Putt+Putt+%26+Karaoke+Bar/@51.4382755,-0.1287154,436m/data=!3m1!1e3!4m8!3m7!1s0x4876053acf59d889:0xde2bcd3bc87f1ec8!8m2!3d51.4386367!4d-0.1261297!9m1!1b1!16s%2Fg%2F11r_vnthr4?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D",5,,103 Streatham Hill,FALSE,,,Putt Putt & Karaoke Bar,4.5,,,Indoor golf course,Live music bar,Live music venue,Miniature golf course,Pool billard club,Pub,Sports bar,,
"103 Streatham Hill, London SW2 4UE, United Kingdom",Karaoke bar,Bar,Karaoke bar,London,GB,en,0,51.4386367,-0.1261297,max max,,en,FALSE,ChIJidhZzzoFdkgRyB5_yDvNK94,SW2 4UE,£10–20,2 years ago,2022-07-11T12:13:01.141Z,,2022-07-11T13:44:50.000Z,Thanks for your Feedback,,,,,,,,,,,Google,791,2025-04-30T16:47:33.596Z,"Direct Detail URL: https://www.google.co.uk/maps/place/Putt+Putt+%26+Karaoke+Bar/@51.4382755,-0.1287154,436m/data=!3m1!1e3!4m8!3m7!1s0x4876053acf59d889:0xde2bcd3bc87f1ec8!8m2!3d51.4386367!4d-0.1261297!9m1!1b1!16s%2Fg%2F11r_vnthr4?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D",5,,103 Streatham Hill,FALSE,Very nice pub !!!!!,,Putt Putt & Karaoke Bar,4.5,,,Indoor golf course,Live music bar,Live music venue,Miniature golf course,Pool billard club,Pub,Sports bar,,
"103 Streatham Hill, London SW2 4UE, United Kingdom",Karaoke bar,Bar,Karaoke bar,London,GB,en,0,51.4386367,-0.1261297,Maxim Eduardovich,,en,FALSE,ChIJidhZzzoFdkgRyB5_yDvNK94,SW2 4UE,£10–20,2 years ago,2022-07-11T12:12:26.210Z,,2022-07-11T13:45:04.000Z,Thanks for your Feedback,,,,,,,,,,,Google,791,2025-04-30T16:47:33.596Z,"Direct Detail URL: https://www.google.co.uk/maps/place/Putt+Putt+%26+Karaoke+Bar/@51.4382755,-0.1287154,436m/data=!3m1!1e3!4m8!3m7!1s0x4876053acf59d889:0xde2bcd3bc87f1ec8!8m2!3d51.4386367!4d-0.1261297!9m1!1b1!16s%2Fg%2F11r_vnthr4?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D",5,,103 Streatham Hill,FALSE,Excellent !,,Putt Putt & Karaoke Bar,4.5,,,Indoor golf course,Live music bar,Live music venue,Miniature golf course,Pool billard club,Pub,Sports bar,,
"103 Streatham Hill, London SW2 4UE, United Kingdom",Karaoke bar,Bar,Karaoke bar,London,GB,en,0,51.4386367,-0.1261297,Vasile Vasilecatansus,,en,FALSE,ChIJidhZzzoFdkgRyB5_yDvNK94,SW2 4UE,£10–20,2 years ago,2022-07-11T12:11:02.095Z,,2022-07-11T13:45:12.000Z,Thanks for your Feedback,,,,,,,,,,,Google,791,2025-04-30T16:47:33.596Z,"Direct Detail URL: https://www.google.co.uk/maps/place/Putt+Putt+%26+Karaoke+Bar/@51.4382755,-0.1287154,436m/data=!3m1!1e3!4m8!3m7!1s0x4876053acf59d889:0xde2bcd3bc87f1ec8!8m2!3d51.4386367!4d-0.1261297!9m1!1b1!16s%2Fg%2F11r_vnthr4?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D",5,,103 Streatham Hill,FALSE,Nice place. Recommend to everyone 🌟🌟🌟🌟🌟,,Putt Putt & Karaoke Bar,4.5,,,Indoor golf course,Live music bar,Live music venue,Miniature golf course,Pool billard club,Pub,Sports bar,,
